"gdlcode";"continent";"iso_code";"sup";"lon";"lat";"country";"year";"region";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"BDIr104";"Africa";"BDI";3554;29,3581445807744;-3,17257818431959;"Burundi";1992;"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)";0,304;0,372;0,389;0,194;4,9;1,8;44,2;1320;1257
"BDIr105";"Africa";"BDI";4138;29,8978269892514;-3,33905657659148;"Burundi";1992;"Middle (Gitega, Karuzi, Muramvya, Mwaro)";0,29;0,374;0,363;0,179;4,3;1,8;44,3;1100;1264
"BENr101";"Africa";"BEN";31434;1,65064989805272;10,2244767490489;"Benin";1992;"Atacora (incl Donga)";0,315;0,507;0,427;0,144;4,1;0,9;52,9;1690;902
"BENr102";"Africa";"BEN";3102;2,23525231214801;6,61821066713491;"Benin";1992;"Atlantique (incl Littoral (Cotonou))";0,449;0,537;0,52;0,325;7,3;3,7;54,9;3130;1060
"BENr103";"Africa";"BEN";53145;2,83733697974324;10,5745683457902;"Benin";1992;"Borgou (incl Alibori)";0,306;0,536;0,438;0,122;3,3;0,9;54,9;1810;1116
"BENr104";"Africa";"BEN";4168;1,81498355437521;6,80595056947187;"Benin";1992;"Mono (incl Couffo)";0,345;0,519;0,435;0,182;5,3;1;53,8;1780;721
"BENr105";"Africa";"BEN";4456;2,60824847277272;7,00673857441535;"Benin";1992;"Queme (incl Plateau)";0,37;0,544;0,439;0,212;6;1,4;55,4;1830;859
"BENr106";"Africa";"BEN";19539;2,18048920330466;7,90787312291008;"Benin";1992;"Zou (incl Collines)";0,341;0,507;0,449;0,174;4,7;1,3;53;1960;800
"BFAr101";"Africa";"BFA";35803;-3,5213014483214;12,5526390348975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr102";"Africa";"BFA";18350;-4,56519357366374;10,3467449908891;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr103";"Africa";"BFA";2616;-1,52319097927571;12,3471226234895;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr104";"Africa";"BFA";14569;-0,189667926352958;11,6433946479546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr105";"Africa";"BFA";19379;-0,963903647321775;13,2589297924121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr106";"Africa";"BFA";23533;-2,20355014560326;11,8161152557427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr107";"Africa";"BFA";11113;-1,14788947609923;11,5697648008105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr108";"Africa";"BFA";46679;0,911226210941738;12,2281063149236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr109";"Africa";"BFA";26141;-4,34312875448503;11,3579497748772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr110";"Africa";"BFA";16899;-2,26583883257219;13,451079172196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr111";"Africa";"BFA";7351;-1,10069470252208;12,4274817042343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr112";"Africa";"BFA";37073;-0,456590619584086;14,1474212319667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BFAr113";"Africa";"BFA";15699;-3,25799805336118;10,4959628539893;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BWAr101";"Africa";"BWA";147673;26,2681522185146;-21,5223996915422;"Botswana";1992;"Central";0,559;0,568;0,664;0,463;10,5;5,1;57;8090;457
"BWAr102";"Africa";"BWA";114900;22,5986959422437;-22,2976724729521;"Botswana";1992;"Ghanzi";0,582;0,596;0,729;0,453;8,2;6,8;58,8;12450;25
"BWAr103";"Africa";"BWA";106215;21,7435016619939;-24,8658033026744;"Botswana";1992;"Kgalagadi";0,564;0,51;0,715;0,492;9,9;6,5;53,2;11370;39
"BWAr104";"Africa";"BWA";7895;26,3658963525209;-24,1590373264148;"Botswana";1992;"Kgatleng";0,607;0,644;0,71;0,49;10,9;5,7;61,8;10980;71
"BWAr105";"Africa";"BWA";37272;24,701607754366;-23,8689275611697;"Botswana";1992;"Kweneng";0,571;0,599;0,675;0,462;10,1;5,4;58,9;8700;166
"BWAr106";"Africa";"BWA";5082;27,5499646697967;-20,9962211728669;"Botswana";1992;"North-East";0,638;0,636;0,719;0,567;11;7,8;61,3;11680;129
"BWAr107";"Africa";"BWA";111146;22,762618707497;-19,6108252379134;"Botswana";1992;"North-West, Ngamiland";0,547;0,535;0,64;0,479;10,7;5,5;54,8;6930;129
"BWAr108";"Africa";"BWA";1865;25,8454686127233;-24,8609585084417;"Botswana";1992;"South-East";0,659;0,633;0,766;0,59;10,9;8,6;61,1;15920;223
"BWAr109";"Africa";"BWA";27822;24,4688178226502;-24,9282521488823;"Botswana";1992;"Southern";0,541;0,584;0,65;0,417;10,2;4;57,9;7390;180
"BWAr110";"Africa";"BWA";20317;24,8046173993789;-18,5315579142397;"Botswana";1992;"Chobe";0,525;0,597;0,7;0,347;1,9;8,8;58,8;10310;1
"CAFr101";"Africa";"CAF";85409;18,4586187288422;5,50165402317756;"Central African Republic CAR";1992;"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)";0,304;0,42;0,367;0,182;4,3;1,9;47,3;1140;621
"CAFr102";"Africa";"CAF";75948;15,8131858628205;4,7110315628184;"Central African Republic CAR";1992;"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)";0,266;0,41;0,367;0,126;2,8;1,4;46,7;1140;498
"CAFr103";"Africa";"CAF";86536;17,2295855486731;6,85440963409152;"Central African Republic CAR";1992;"RS III (Ouham Pende, Ouham)";0,261;0,431;0,358;0,115;2,9;1;48;1070;543
"CAFr104";"Africa";"CAF";242552;21,8179212211532;7,86513098585112;"Central African Republic CAR";1992;"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)";0,302;0,479;0,364;0,159;3,8;1,6;51,1;1110;327
"CAFr105";"Africa";"CAF";134754;24,0713679462002;5,77042525203333;"Central African Republic CAR";1992;"RS V (Basse Kotto, Mbornou, Houte Mbormou)";0,274;0,449;0,351;0,131;3,1;1,3;49,2;1020;341
"CAFr106";"Africa";"CAF";52;18,6022345898038;4,36932307234241;"Central African Republic CAR";1992;"Bangui";0,42;0,507;0,469;0,311;6,1;4,2;53;2220;662
"CIVr101";"Africa";"CIV";2257;-4,05344026454906;5,4159158291866;"Cote d'Ivoire";1992;"Abidjan";0,564;0,571;0,586;0,537;7,9;9,5;57,1;4840;2728
"CIVr102";"Africa";"CIV";1262;-5,29102794197064;6,79808418604055;"Cote d'Ivoire";1992;"Yamoussoukro";0,623;0,712;0,619;0,55;9,1;8,9;66,3;6020;112
"CIVr103";"Africa";"CIV";28230;-6,66869583555124;5,3645901997547;"Cote d'Ivoire";1992;"Bas Sassandra";0,406;0,525;0,491;0,259;4,3;4,2;54,1;2590;529
"CIVr104";"Africa";"CIV";14783;-3,3062599701413;6,05706290203258;"Cote d'Ivoire";1992;"Comoe";0,378;0,484;0,487;0,229;4,4;3,2;51,4;2510;749
"CIVr105";"Africa";"CIV";21212;-7,37495906762145;9,66096006957621;"Cote d'Ivoire";1992;"Denguele";0,332;0,458;0,527;0,152;3,4;1,7;49,8;3280;381
"CIVr106";"Africa";"CIV";16404;-5,61187059203676;5,9836514303413;"Cote d'Ivoire";1992;"Goh-Djiboua";0,424;0,504;0,451;0,336;6,3;4,8;52,7;1980;686
"CIVr107";"Africa";"CIV";27252;-4,44098482687861;7,07226947173744;"Cote d'Ivoire";1992;"Lacs";0,389;0,539;0,47;0,232;4,8;3;55;2240;1098
"CIVr108";"Africa";"CIV";19671;-4,32392473960859;5,84479364978326;"Cote d'Ivoire";1992;"Lagunes";0,456;0,495;0,493;0,388;6,8;6;52,2;2620;1023
"CIVr109";"Africa";"CIV";29734;-7,64504912052417;6,92681224643414;"Cote d'Ivoire";1992;"Montagnes";0,38;0,463;0,44;0,27;5,1;3,8;50,1;1850;1365
"CIVr110";"Africa";"CIV";24006;-6,33121448969502;7,07645692813713;"Cote d'Ivoire";1992;"Sassandra-Marahoue";0,407;0,537;0,454;0,276;5;4,1;54,9;2010;1614
"CIVr111";"Africa";"CIV";39189;-5,54880539945517;9,56141217480057;"Cote d'Ivoire";1992;"Savanes";0,409;0,533;0,482;0,266;5,1;3,7;54,7;2440;628
"CIVr112";"Africa";"CIV";26631;-4,92449386563045;8,27264705268036;"Cote d'Ivoire";1992;"Vallee du Bandama";0,443;0,491;0,504;0,351;7,1;4,6;51,9;2800;520
"CIVr113";"Africa";"CIV";31687;-6,71867999073598;8,36370935758779;"Cote d'Ivoire";1992;"Woroba";0,199;0,438;0,404;0,044;0,9;0,6;48,5;1450;574
"CIVr114";"Africa";"CIV";38997;-3,34524308461416;8,68186048223421;"Cote d'Ivoire";1992;"Zanzan";0,32;0,44;0,451;0,165;3,3;2,2;48,6;1990;834
"CMRr101";"Africa";"CMR";64403;13,1196183034945;6,85786009159105;"Cameroon";1992;"Adamaoua";0,378;0,489;0,51;0,217;6,6;1;51,8;2930;563
"CMRr102";"Africa";"CMR";69053;11,8328034334307;4,67212889246272;"Cameroon";1992;"Centre (incl Yaounde)";0,486;0,558;0,537;0,382;9,8;3,3;56,3;3500;2232
"CMRr103";"Africa";"CMR";110321;14,2106207797034;3,79230890498004;"Cameroon";1992;"Est";0,408;0,52;0,45;0,291;8;2,1;53,8;1970;915
"CMRr104";"Africa";"CMR";35860;14,5301110879898;11,0759634754467;"Cameroon";1992;"Extreme Nord";0,29;0,468;0,446;0,117;3,6;0,5;50,4;1910;2035
"CMRr105";"Africa";"CMR";20343;10,1254389505046;4,22521357500154;"Cameroon";1992;"Littoral (incl Douala)";0,529;0,589;0,592;0,424;10,6;3,8;58,3;5050;1291
"CMRr106";"Africa";"CMR";65386;13,9337719240428;8,48195809648703;"Cameroon";1992;"Nord";0,334;0,461;0,472;0,171;5,3;0,7;50;2280;1122
"CMRr107";"Africa";"CMR";17544;10,3993475924581;6,34207642440242;"Cameroon";1992;"Nord Ouest";0,474;0,631;0,513;0,328;8,9;2,4;61;2980;1341
"CMRr108";"Africa";"CMR";13747;10,6410673012093;5,45338373341339;"Cameroon";1992;"Ouest";0,497;0,649;0,527;0,358;10,2;2,3;62,2;3280;1229
"CMRr109";"Africa";"CMR";46809;11,5909588074789;2,74245152759662;"Cameroon";1992;"Sud";0,459;0,544;0,487;0,365;9,9;2,7;55,4;2510;478
"CMRr110";"Africa";"CMR";25572;9,306647464113;5,21916624926578;"Cameroon";1992;"Sud Ouest";0,483;0,578;0,537;0,364;9;3,4;57,6;3490;922
"CODr101";"Africa";"COD";9662;15,9199331992659;-4,45134630668089;"Congo Democratic Republic";1992;"Kinshasa";0,494;0,528;0,53;0,432;7,9;6,4;54,3;3340;5007
"CODr102";"Africa";"COD";54148;14,3235846776134;-5,2950805432858;"Congo Democratic Republic";1992;"Bas-Congo";0,364;0,419;0,38;0,303;6,4;3,8;47,2;1240;1527
"CODr103";"Africa";"COD";298632;18,3570988511032;-4,3800933031774;"Congo Democratic Republic";1992;"Bandundu";0,358;0,451;0,341;0,297;6,1;3,8;49,3;960;5436
"CODr104";"Africa";"COD";398635;20,573895026365;1,05647770489443;"Congo Democratic Republic";1992;"Equateur";0,347;0,437;0,337;0,285;6,3;3,3;48,4;930;4981
"CODr105";"Africa";"COD";508550;26,3454839432549;2,08584484393522;"Congo Democratic Republic";1992;"Orientale";0,325;0,424;0,349;0,232;5,2;2,6;47,6;1010;4539
"CODr106";"Africa";"COD";59347;28,7260253607546;-0,601768642728454;"Congo Democratic Republic";1992;"Nord-Kivu";0,342;0,526;0,365;0,208;4,9;2,2;54,2;1120;1445
"CODr107";"Africa";"COD";63715;28,2914085965536;-3,209729638827;"Congo Democratic Republic";1992;"Sud-Kivu";0,359;0,418;0,394;0,281;6,2;3,2;47,2;1360;1752
"CODr108";"Africa";"COD";129969;26,4444839276915;-3,08123266608557;"Congo Democratic Republic";1992;"Maniema";0,358;0,395;0,367;0,317;7,2;3,5;45,7;1130;1260
"CODr109";"Africa";"COD";487626;26,4174986267217;-8,73670399674505;"Congo Democratic Republic";1992;"Katanga";0,39;0,452;0,404;0,325;6,6;4,2;49,4;1450;4033
"CODr110";"Africa";"COD";172830;23,9356748762204;-4,49270651609712;"Congo Democratic Republic";1992;"Kasai Oriental";0,386;0,463;0,394;0,315;6,5;4;50,1;1360;4649
"CODr111";"Africa";"COD";154048;21,6203335142853;-5,42618011988134;"Congo Democratic Republic";1992;"Kasai Occidental";0,348;0,447;0,337;0,281;5,7;3,7;49;930;3706
"COGr201";"Africa";"COG";13766;11,9546563723167;-4,24587345230927;"Congo Brazzaville";1992;" Kouilou";0,459;0,521;0,497;0,374;8,6;4,1;53,9;2680;102
"COGr202";"Africa";"COG";24471;12,5086736572388;-3,11076818237454;"Congo Brazzaville";1992;" Niari";0,508;0,602;0,499;0,436;9,8;4,9;59,1;2720;252
"COGr203";"Africa";"COG";21233;13,5080322520886;-3,10333846750967;"Congo Brazzaville";1992;" Lekoumou";0,459;0,464;0,504;0,414;9,4;4,6;50,2;2810;84
"COGr204";"Africa";"COG";13635;13,5777854812981;-4,10710465391769;"Congo Brazzaville";1992;" Bouenza";0,483;0,474;0,522;0,456;10,3;5,1;50,8;3170;290
"COGr205";"Africa";"COG";35376;15,0488464937786;-3,67731554878405;"Congo Brazzaville";1992;" Pool";0,474;0,539;0,474;0,416;9,7;4,4;55;2310;134
"COGr206";"Africa";"COG";40113;15,3834214258329;-2,0963748710894;"Congo Brazzaville";1992;" Plateaux";0,471;0,497;0,488;0,431;9,9;4,7;52,3;2530;136
"COGr207";"Africa";"COG";45133;16,0186271676554;-0,582548081631538;"Congo Brazzaville";1992;" Cuvette";0,495;0,519;0,485;0,482;11,1;5,2;53,8;2480;104
"COGr208";"Africa";"COG";24407;14,6416272260155;0,0603918066878399;"Congo Brazzaville";1992;" Cuvette Ouest";0,494;0,515;0,496;0,471;10,7;5,2;53,5;2670;64
"COGr209";"Africa";"COG";57721;15,3931359363225;1,37719308196239;"Congo Brazzaville";1992;" Sangha";0,45;0,431;0,528;0,401;8,6;4,8;48;3290;36
"COGr210";"Africa";"COG";66375;17,4526602125745;1,93291277999698;"Congo Brazzaville";1992;" Likouala";0,519;0,529;0,531;0,497;10,6;6,1;54,4;3360;130
"COGr211";"Africa";"COG";61;15,2750068212255;-4,27233028045637;"Congo Brazzaville";1992;" Brazzaville";0,597;0,556;0,657;0,582;11,6;7,8;56,2;7750;802
"COGr212";"Africa";"COG";28;11,8743783553118;-4,79126850801876;"Congo Brazzaville";1992;" Pointe Noire";0,581;0,567;0,641;0,538;10,8;7,1;56,9;6970;387
"COMr101";"Africa";"COM";649;43,3886484366798;-11,7117347230353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"COMr102";"Africa";"COM";139;43,727624542581;-12,3344155656306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"COMr103";"Africa";"COM";348;44,4348437013121;-12,2158941249592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr101";"Africa";"CPV";392;-25,2055319026508;17,0230729129431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr102";"Africa";"CPV";138;-24,955513967022;16,8541413729977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr103";"Africa";"CPV";644;-23,6577765384502;15,0982308204037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr104";"Africa";"CPV";54;-23,5338756838799;14,9508949810977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr105";"Africa";"CPV";176;-24,395876804162;14,9097848116421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CPVr106";"Africa";"CPV";155;-24,323553460385;16,5775607397858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DJIr101";"Africa";"DJI";105;43,0791265086464;11,5764345732086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DJIr102";"Africa";"DJI";20873;42,5556754023646;11,7157436060805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DZAr101";"Africa";"DZA";29662;2,80912561984951;36,2635463693982;"Algeria";1992;"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)";0,625;0,751;0,683;0,476;10,4;5,6;68,8;9170;8446
"DZAr102";"Africa";"DZA";24923;7,1493564607117;36,5027969687839;"Algeria";1992;"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)";0,604;0,751;0,655;0,448;9,7;5,3;68,8;7670;4078
"DZAr103";"Africa";"DZA";36007;-0,429836722421682;35,1604105408809;"Algeria";1992;"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)";0,581;0,723;0,66;0,411;9,1;4,8;67;7920;4779
"DZAr104";"Africa";"DZA";78005;3,4741098660094;34,3297360481902;"Algeria";1992;"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)";0,571;0,709;0,655;0,4;9,6;4;66,1;7640;2096
"DZAr105";"Africa";"DZA";55215;6,53004687475646;35,5182412287803;"Algeria";1992;"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)";0,596;0,743;0,657;0,433;10,2;4,5;68,3;7750;3763
"DZAr106";"Africa";"DZA";131420;0,630631919711216;33,2923904608816;"Algeria";1992;"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)";0,582;0,728;0,651;0,415;9,7;4,4;67,3;7450;1472
"DZAr107";"Africa";"DZA";1958818;2,6958018085118;26,8734427238902;"Algeria";1992;"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)";0,593;0,705;0,666;0,444;10;5;65,9;8200;2114
"EGYr101";"Africa";"EGY";2744;31,5857260812798;29,9634082383429;"Egypt";1992;"Cairo";0,687;0,781;0,695;0,597;11,5;8,4;70,8;9960;7871
"EGYr102";"Africa";"EGY";2528;29,742666302817;30,7930584032843;"Egypt";1992;"Alexandria";0,64;0,764;0,683;0,503;10;6,8;69,7;9200;4172
"EGYr103";"Africa";"EGY";1472;32,2373521627277;31,1190188496038;"Egypt";1992;"Port Said";0,692;0,796;0,703;0,593;11,8;7,9;71,8;10470;494
"EGYr104";"Africa";"EGY";9223;32,2421445773685;29,6927105346589;"Egypt";1992;"Suez";0,667;0,768;0,699;0,553;11,4;7,1;69,9;10230;393
"EGYr105";"Africa";"EGY";70;31,864295100392;31,3885323157287;"Egypt";1992;"Damietta";0,622;0,775;0,671;0,464;10,2;5,4;70,4;8500;753
"EGYr106";"Africa";"EGY";4229;31,548381826589;31,1163117830468;"Egypt";1992;"Dakahlia";0,621;0,737;0,644;0,504;10,9;6;67,9;7100;4485
"EGYr107";"Africa";"EGY";4596;31,7777647471679;30,6746309067852;"Egypt";1992;"Sharkia";0,58;0,699;0,619;0,45;9,7;5,4;65,5;6000;4550
"EGYr108";"Africa";"EGY";1515;31,3236323947517;30,3232239671461;"Egypt";1992;"Kalyubia";0,596;0,736;0,64;0,45;9;6;67,8;6940;3587
"EGYr109";"Africa";"EGY";3965;30,9062996575347;31,335730453911;"Egypt";1992;"Kafr El-Sheikh";0,562;0,749;0,598;0,397;9,7;3,8;68,7;5230;2004
"EGYr110";"Africa";"EGY";2247;31,0272920357976;30,8601225427849;"Egypt";1992;"Gharbia";0,594;0,711;0,629;0,469;10,5;5,3;66,2;6450;2969
"EGYr111";"Africa";"EGY";1993;30,954942417448;30,4379241042188;"Egypt";1992;"Menoufia";0,596;0,733;0,608;0,476;10,4;5,6;67,6;5600;2515
"EGYr112";"Africa";"EGY";11726;30,2886401612633;30,6339636070024;"Egypt";1992;"Behera";0,549;0,713;0,608;0,382;8,5;4,3;66,3;5590;3797
"EGYr113";"Africa";"EGY";5749;32,372772901137;30,5194417152687;"Egypt";1992;"Ismailia";0,664;0,789;0,676;0,548;10,9;7,4;71,3;8780;646
"EGYr114";"Africa";"EGY";36966;29,5056329173759;28,8542165009206;"Egypt";1992;"Giza";0,582;0,684;0,652;0,442;8,7;6;64,4;7490;4791
"EGYr115";"Africa";"EGY";10935;31,0720175172644;28,8244735401223;"Egypt";1992;"Beni Suef";0,47;0,637;0,523;0,312;6,9;3,6;61,4;3190;1923
"EGYr116";"Africa";"EGY";5163;30,5554115660589;29,2965378723002;"Egypt";1992;"Fayoum";0,487;0,675;0,539;0,317;7,4;3,3;63,9;3550;1703
"EGYr117";"Africa";"EGY";31286;30,5952996368851;28,0883217533065;"Egypt";1992;"Menya";0,464;0,581;0,517;0,332;7,2;3,9;57,8;3060;3600
"EGYr118";"Africa";"EGY";16294;31,6035353194062;27,316768859093;"Egypt";1992;"Assuit";0,5;0,621;0,569;0,353;8,1;3,8;60,4;4310;2551
"EGYr119";"Africa";"EGY";9584;32,1421252272986;26,6630710665951;"Egypt";1992;"Souhag";0,511;0,63;0,566;0,375;8,7;4;61;4240;2867
"EGYr120";"Africa";"EGY";13930;32,9252037289596;25,9670721048874;"Egypt";1992;"Qena";0,494;0,634;0,566;0,336;8,1;3,3;61,2;4250;2855
"EGYr121";"Africa";"EGY";61470;32,5973364936652;23,3478777463232;"Egypt";1992;"Aswan";0,567;0,654;0,648;0,429;9,9;4,6;62,5;7280;932
"EGYr122";"Africa";"EGY";748462;29,2793864830357;26,277443895831;"Egypt";1992;"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)";0,621;0,762;0,64;0,492;9,4;6,9;69,5;6940;532
"ERIr101";"Africa";"ERI";23627;41,7571827454458;13,5889981104868;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr102";"Africa";"ERI";1008;38,853884102379;15,3722055059048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr103";"Africa";"ERI";33823;39,0249071010686;16,1412642401585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr104";"Africa";"ERI";20800;37,7405266234465;16,4603351305498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr105";"Africa";"ERI";33164;37,4195013484591;15,1837565316528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr106";"Africa";"ERI";9091;38,9604641322654;14,8032826908714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr101";"Africa";"ETH";52865;38,4445227646804;13,7674483228343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr102";"Africa";"ETH";95130;40,7723856855483;11,9879420024323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr103";"Africa";"ETH";153220;38,0746144375245;11,5658973284365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr104";"Africa";"ETH";325704;38,7872771377624;7,50723040487874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr105";"Africa";"ETH";313050;43,3439466579995;6,91605363903701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr106";"Africa";"ETH";51930;35,4609157776239;10,525142983372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr107";"Africa";"ETH";110380;36,8257724218572;6,47298537269654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr108";"Africa";"ETH";30971;34,3144027572563;7,70820257498497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr109";"Africa";"ETH";191;42,1492052951803;9,27155777781302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr110";"Africa";"ETH";281;38,7807736395781;8,99685152556577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
