"gdlcode";"continent";"iso_code";"sup";"lon";"lat";"country";"year";"region";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"TGOr101";"Africa";"TGO";81;1,23738949192805;6,16856723552792;"Togo";2012;"Lome";0,581;0,651;0,529;0,569;12,9;6,3;62,3;3330;966
"TGOr102";"Africa";"TGO";6732;1,2838376403164;6,53109297483558;"Togo";2012;"Maritime";0,51;0,621;0,433;0,494;12,7;4,2;60,4;1760;2067
"TGOr103";"Africa";"TGO";17338;1,13717784541873;7,48949114906297;"Togo";2012;"Plateaux";0,46;0,582;0,385;0,434;11,5;3,5;57,8;1280;1566
"TGOr104";"Africa";"TGO";12975;1,06043291625209;8,64822534531203;"Togo";2012;"Centrale";0,473;0,554;0,416;0,458;12,9;3;56;1570;682
"TGOr105";"Africa";"TGO";11131;0,875246992769942;9,60229934478194;"Togo";2012;"Kara";0,451;0,541;0,403;0,422;11,7;2,9;55,2;1440;833
"TGOr106";"Africa";"TGO";8987;0,463237199375681;10,5800792275201;"Togo";2012;"Savanes";0,399;0,548;0,378;0,307;9,3;1,4;55,6;1220;814
"TUNr101";"Africa";"TUN";2414;9,99237176047018;36,8352464358117;"Tunisia";2012;"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)";0,764;0,875;0,728;0,7;15,3;8,2;76,9;12430;2758
"TUNr102";"Africa";"TUN";8079;10,1433789219992;36,7211676273395;"Tunisia";2012;"Nord Est (Nabeul, Zaghouan, Bizerte)";0,718;0,832;0,708;0,63;14,7;6,7;74,1;10840;1621
"TUNr103";"Africa";"TUN";15713;9,05524772445803;36,3524577643929;"Tunisia";2012;"Nord Ouest (Beja, Jendouba, Kef, Siliana)";0,67;0,837;0,656;0,548;13,7;5;74,4;7710;1215
"TUNr104";"Africa";"TUN";22433;9,374370835758;35,2552397607272;"Tunisia";2012;"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)";0,638;0,802;0,638;0,507;12,6;4,7;72,1;6840;1453
"TUNr105";"Africa";"TUN";14251;10,4617434361335;35,1738636560789;"Tunisia";2012;"Centre Est (Sousse, Monastir, Mahdia, Sfax)";0,724;0,855;0,705;0,629;14,1;7,1;75,6;10630;2450
"TUNr106";"Africa";"TUN";35902;8,72347151327738;33,6409316062388;"Tunisia";2012;"Sud Ouest (Gafsa, Tozeur, Kebili)";0,714;0,83;0,704;0,622;14,4;6,7;74;10540;594
"TUNr107";"Africa";"TUN";55176;10,0791041698801;32,4146317311853;"Tunisia";2012;"Sud Est (Gabes, Medinine, Tataouine)";0,707;0,865;0,686;0,595;13,6;6,5;76,2;9380;1083
"TZAr201";"Africa";"TZA";42356;35,9050162321726;-5,90743526586274;"Tanzania";2012;" Dodoma";0,451;0,63;0,402;0,363;8;4,3;60,9;1440;2483
"TZAr202";"Africa";"TZA";84324;36,2691740144323;-3,82815500657229;"Tanzania";2012;" Arusha, Manyara";0,524;0,744;0,448;0,431;9,1;5,3;68,3;1950;3127
"TZAr203";"Africa";"TZA";13304;37,6197436963323;-3,74382656026604;"Tanzania";2012;" Kilimanjaro";0,594;0,756;0,51;0,544;11,3;6,9;69,2;2920;1593
"TZAr204";"Africa";"TZA";28198;38,2874314476485;-5,21043486506513;"Tanzania";2012;" Tanga";0,514;0,659;0,467;0,44;9,4;5,4;62,8;2200;2278
"TZAr205";"Africa";"TZA";70483;37,0025910961806;-7,91448357244293;"Tanzania";2012;" Morogoro";0,502;0,659;0,447;0,429;8,6;5,7;62,9;1930;2360
"TZAr206";"Africa";"TZA";32250;38,6402527408313;-7,25065573781987;"Tanzania";2012;" Pwani";0,492;0,644;0,449;0,411;9;4,9;61,9;1960;1215
"TZAr207";"Africa";"TZA";1989;39,2548155393711;-6,9118081305106;"Tanzania";2012;" Dar Es Salam";0,594;0,62;0,586;0,577;10,5;8,5;60,3;4830;3438
"TZAr208";"Africa";"TZA";65944;38,4199938088505;-9,4756232144711;"Tanzania";2012;" Lindi";0,443;0,599;0,417;0,349;7,3;4,4;58,9;1580;961
"TZAr209";"Africa";"TZA";18167;39,0800365890238;-10,8146837376987;"Tanzania";2012;" Mtwara";0,47;0,634;0,426;0,385;8,2;4,7;61,2;1680;1670
"TZAr210";"Africa";"TZA";63899;36,2420137605357;-10,7413252009521;"Tanzania";2012;" Ruvuma";0,523;0,699;0,444;0,46;9,2;6,1;65,5;1890;1510
"TZAr211";"Africa";"TZA";59138;35,2085076652158;-8,40731392224283;"Tanzania";2012;" Iringa, Njombe";0,517;0,629;0,464;0,475;10;5,9;60,9;2150;1899
"TZAr212";"Africa";"TZA";60493;33,3878113615041;-8,24156234485743;"Tanzania";2012;" Mbeya";0,496;0,627;0,453;0,428;8,9;5,5;60,8;2010;2921
"TZAr213";"Africa";"TZA";49141;34,4917024546985;-5,71500715594059;"Tanzania";2012;" Singida";0,498;0,702;0,421;0,417;8,6;5,3;65,6;1630;1587
"TZAr214";"Africa";"TZA";76545;32,8074627135412;-5,24999423867301;"Tanzania";2012;" Tabora";0,449;0,668;0,432;0,313;6,5;3,9;63,4;1750;2505
"TZAr215";"Africa";"TZA";71563;31,3665659643432;-6,91132691683593;"Tanzania";2012;" Rukwa, Katavi";0,457;0,633;0,415;0,363;7,4;4,8;61,2;1560;1490
"TZAr216";"Africa";"TZA";35704;30,5488183551849;-4,57211895338138;"Tanzania";2012;" Kigoma";0,473;0,642;0,423;0,39;8,5;4,6;61,7;1650;2151
"TZAr217";"Africa";"TZA";39266;33,7492173466394;-3,33443540413641;"Tanzania";2012;" Shinyanga, Simiyu";0,466;0,625;0,447;0,361;7,6;4,5;60,6;1930;3937
"TZAr218";"Africa";"TZA";26887;31,1885992618111;-2,03969501561012;"Tanzania";2012;" Kagera";0,479;0,637;0,424;0,407;8,9;4,8;61,4;1660;2661
"TZAr219";"Africa";"TZA";31129;32,3082462854316;-3,10373085494406;"Tanzania";2012;" Mwanza, Geita";0,483;0,635;0,446;0,397;8,4;4,9;61,3;1920;4652
"TZAr220";"Africa";"TZA";21955;34,3944722784877;-1,86897005954177;"Tanzania";2012;" Mara";0,48;0,572;0,437;0,442;9,4;5,4;57,2;1810;1960
"TZAr221";"Africa";"TZA";297;39,3200013628459;-5,94773022865218;"Tanzania";2012;" Zanzibar North";0,528;0,704;0,483;0,433;9,9;4,7;65,8;2450;215
"TZAr222";"Africa";"TZA";163;39,3315548626048;-6,09840683366509;"Tanzania";2012;" Zanzibar South";0,579;0,707;0,528;0,521;10,5;6,9;65,9;3310;133
"TZAr223";"Africa";"TZA";100;39,2648804371956;-6,10302223659796;"Tanzania";2012;" Zanzibar West";0,656;0,699;0,654;0,616;11,9;8,6;65,4;7600;544
"TZAr224";"Africa";"TZA";185;39,7596789622402;-5,08526339049648;"Tanzania";2012;" Pemba North";0,51;0,663;0,49;0,408;9,7;4,1;63,1;2550;250
"TZAr225";"Africa";"TZA";193;39,7759034172395;-5,27646561168114;"Tanzania";2012;" Pemba South";0,548;0,696;0,512;0,461;10,2;5,3;65,2;2960;248
"UGAr101";"Africa";"UGA";16015;31,7138392260677;-0,147002708693807;"Uganda";2012;"Central 1 (Central South)";0,525;0,6;0,479;0,504;11,1;5,9;59;2380;3823
"UGAr102";"Africa";"UGA";23425;32,1928518085147;0,869390393767649;"Uganda";2012;"Central 2 (Central North)";0,522;0,626;0,46;0,494;11,1;5,5;60,7;2100;3648
"UGAr103";"Africa";"UGA";165;32,5866396370498;0,31202583907143;"Uganda";2012;"Kampala";0,627;0,666;0,587;0,629;11,4;9,4;63,3;4890;1970
"UGAr104";"Africa";"UGA";11587;33,4717983579877;0,784581628617515;"Uganda";2012;"East Central (Busoga)";0,503;0,593;0,441;0,487;11,6;5;58,5;1850;3582
"UGAr105";"Africa";"UGA";18922;33,8544494273859;1,53371555840689;"Uganda";2012;"Eastern (Bukedi, Bugishu, Teso)";0,502;0,63;0,419;0,478;11,6;4,7;61;1600;5465
"UGAr106";"Africa";"UGA";71571;33,3262309751859;2,76075050431666;"Uganda";2012;"North (Karamoja, Lango, Acholi)";0,452;0,578;0,402;0,397;9,5;4;57,6;1430;4454
"UGAr107";"Africa";"UGA";15863;31,3536846093897;3,10866532972254;"Uganda";2012;"West Nile";0,462;0,567;0,408;0,427;10,2;4,3;56,9;1490;2218
"UGAr108";"Africa";"UGA";31224;31,010299405525;1,07154263123472;"Uganda";2012;"Western (Bunyoro, Tooro)";0,489;0,579;0,444;0,454;10,8;4,6;57,6;1880;4859
"UGAr109";"Africa";"UGA";21693;30,3986370502783;-0,619079499337974;"Uganda";2012;"Southwest (Ankole, Kigezi)";0,483;0,57;0,44;0,45;11,1;4,2;57;1840;4254
"ZAFr101";"Africa";"ZAF";129477;20,5872931168302;-33,0304312528833;"South Africa";2012;"Western Cape";0,734;0,684;0,804;0,72;12,7;11,1;64,5;20500;5931
"ZAFr102";"Africa";"ZAF";171610;26,4316735421275;-32,1499248989297;"South Africa";2012;"Eastern Cape";0,654;0,607;0,682;0,675;13,6;8,9;59,5;9140;6678
"ZAFr103";"Africa";"ZAF";372962;21,4064399753632;-29,444882577609;"South Africa";2012;"Northern Cape";0,677;0,644;0,747;0,644;12,6;8,8;61,9;14020;1148
"ZAFr104";"Africa";"ZAF";131239;26,9134885883944;-28,5901133455576;"South Africa";2012;"Free State";0,692;0,623;0,765;0,695;13,5;9,6;60,5;15800;2922
"ZAFr105";"Africa";"ZAF";92524;30,7340744803288;-28,7250100198581;"South Africa";2012;"KwaZulu Natal";0,682;0,648;0,711;0,689;13,6;9,4;62,1;11050;10125
"ZAFr106";"Africa";"ZAF";103223;25,5152697030726;-26,270949989492;"South Africa";2012;"North West";0,665;0,624;0,718;0,658;12,9;8,9;60,5;11620;3705
"ZAFr107";"Africa";"ZAF";17233;28,1121127324234;-26,0508517283942;"South Africa";2012;"Gauteng";0,731;0,66;0,781;0,757;13,6;11,4;62,9;17610;12790
"ZAFr108";"Africa";"ZAF";77487;30,3168581267891;-25,8829159902628;"South Africa";2012;"Mpumalanga";0,668;0,604;0,728;0,679;13,6;9;59,2;12400;4170
"ZAFr109";"Africa";"ZAF";126256;29,2811025710059;-23,7976105950998;"South Africa";2012;"Northern Province";0,688;0,68;0,697;0,689;14,6;8,5;64,2;10090;5676
"ZMBr101";"Africa";"ZMB";111663;28,2547497878638;-14,4051912956052;"Zambia";2012;"Central";0,538;0,609;0,508;0,504;10,9;6,1;59,6;2880;1436
"ZMBr102";"Africa";"ZMB";30900;27,8763556094204;-13,1174342969362;"Zambia";2012;"Copperbelt";0,625;0,629;0,63;0,615;12,2;8,3;60,9;6480;2335
"ZMBr103";"Africa";"ZMB";50430;31,9018367191435;-13,5698700248991;"Zambia";2012;"Eastern";0,474;0,541;0,469;0,42;9,6;4,6;55,2;2230;1924
"ZMBr104";"Africa";"ZMB";50653;29,1996148804759;-10,7153387349857;"Zambia";2012;"Luapula";0,493;0,563;0,455;0,468;10,5;5,3;56,6;2040;1143
"ZMBr105";"Africa";"ZMB";26033;29,0909967347692;-15,4314883490421;"Zambia";2012;"Lusaka";0,626;0,619;0,644;0,614;11,9;8,5;60,2;7100;2333
"ZMBr106";"Africa";"ZMB";164825;31,3473865723997;-10,5533165854312;"Zambia";2012;"Northern";0,5;0,578;0,458;0,472;10,6;5,4;57,6;2080;2085
"ZMBr107";"Africa";"ZMB";126891;25,0372453187619;-13,0345428346532;"Zambia";2012;"North-Western";0,525;0,637;0,462;0,493;11,3;5,4;61,4;2120;731
"ZMBr108";"Africa";"ZMB";66921;26,7786358832402;-16,7987771749334;"Zambia";2012;"Southern";0,556;0,637;0,51;0,528;11,1;6,6;61,4;2940;1815
"ZMBr109";"Africa";"ZMB";127335;23,692104727795;-15,6523825994126;"Zambia";2012;"Western";0,491;0,61;0,435;0,445;10,1;5;59,6;1780;943
"ZWEr101";"Africa";"ZWE";36230;32,3855418666016;-19,0633736429444;"Zimbabwe";2012;"Manicaland";0,498;0,505;0,435;0,562;11,1;7,6;52,8;1780;1865
"ZWEr102";"Africa";"ZWE";28593;31,1867263513622;-16,6890941859839;"Zimbabwe";2012;"Mashonaland Central";0,482;0,519;0,417;0,518;10,5;6,8;53,7;1580;1297
"ZWEr103";"Africa";"ZWE";32463;31,6833094610222;-17,9799640620927;"Zimbabwe";2012;"Mashonaland East";0,518;0,572;0,433;0,561;11,1;7,6;57,2;1760;1363
"ZWEr104";"Africa";"ZWE";57301;29,7241024705058;-17,1971253296009;"Zimbabwe";2012;"Mashonaland West";0,499;0,515;0,441;0,547;10,6;7,5;53,5;1850;1529
"ZWEr105";"Africa";"ZWE";76623;27,4100820362064;-18,8304250355664;"Zimbabwe";2012;"Matebeleland North";0,495;0,628;0,397;0,486;10,3;6;60,8;1390;704
"ZWEr106";"Africa";"ZWE";54381;29,0152683654906;-21,0190148790745;"Zimbabwe";2012;"Matebeleland South";0,508;0,622;0,419;0,504;9,9;6,9;60,4;1600;729
"ZWEr107";"Africa";"ZWE";48738;29,481202122612;-18,9623964157928;"Zimbabwe";2012;"Midlands";0,517;0,554;0,445;0,562;11;7,7;56;1910;1708
"ZWEr108";"Africa";"ZWE";55394;31,2427914980235;-20,7992839290558;"Zimbabwe";2012;"Masvingo";0,5;0,563;0,412;0,539;11,1;6,9;56,6;1530;1482
"ZWEr109";"Africa";"ZWE";144;30,9770443005673;-17,7833283710112;"Zimbabwe";2012;"Harare";0,59;0,56;0,558;0,657;11,4;10,2;56,4;4020;1940
"ZWEr110";"Africa";"ZWE";363;28,5356716162764;-20,1244427937257;"Zimbabwe";2012;"Bulawayo";0,615;0,593;0,608;0,647;11,9;9,5;58,5;5590;647
