"gdlcode";"continent";"iso_code";"sup";"lon";"lat";"country";"year";"region";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"ETHr101";"Africa";"ETH";52865;38,4445227646804;13,7674483228343;"Ethiopia";2012;"Tigray";0,443;0,691;0,411;0,306;8,6;2;64,9;1520;6218
"ETHr102";"Africa";"ETH";95130;40,7723856855483;11,9879420024323;"Ethiopia";2012;"Affar";0,39;0,599;0,408;0,244;6,9;1,6;58,9;1490;794
"ETHr103";"Africa";"ETH";153220;38,0746144375245;11,5658973284365;"Ethiopia";2012;"Amhara";0,407;0,641;0,381;0,275;8,3;1,4;61,7;1250;23518
"ETHr104";"Africa";"ETH";325704;38,7872771377624;7,50723040487874;"Ethiopia";2012;"Oromiya";0,414;0,637;0,387;0,288;7,8;2,1;61,4;1300;36408
"ETHr105";"Africa";"ETH";313050;43,3439466579995;6,91605363903701;"Ethiopia";2012;"Somali";0,396;0,616;0,398;0,253;7,2;1,6;60;1400;2425
"ETHr106";"Africa";"ETH";51930;35,4609157776239;10,525142983372;"Ethiopia";2012;"Ben-Gumz";0,403;0,56;0,383;0,307;8,7;1,9;56,4;1260;984
"ETHr107";"Africa";"ETH";110380;36,8257724218572;6,47298537269654;"Ethiopia";2012;"SNNP";0,43;0,628;0,386;0,327;9;2,3;60,8;1290;19661
"ETHr108";"Africa";"ETH";30971;34,3144027572563;7,70820257498497;"Ethiopia";2012;"Gambela";0,473;0,618;0,425;0,404;9,4;4,2;60,2;1670;324
"ETHr109";"Africa";"ETH";191;42,1492052951803;9,27155777781302;"Ethiopia";2012;"Harari";0,528;0,669;0,512;0,43;9,6;4,9;63,5;2970;249
"ETHr110";"Africa";"ETH";281;38,7807736395781;8,99685152556577;"Ethiopia";2012;"Addis";0,635;0,762;0,623;0,54;10,7;7,3;69,5;6170;3488
"ETHr111";"Africa";"ETH";587;41,9409311732836;9,60926642866287;"Ethiopia";2012;"Dire Dawa";0,53;0,656;0,525;0,431;10,2;4,4;62,7;3230;381
"GABr101";"Africa";"GAB";19608;10,0486710259493;0,283593891866364;"Gabon";2012;"Estuaire";0,658;0,655;0,711;0,611;12,1;8,2;62,6;11100;201
"GABr102";"Africa";"GAB";33547;13,7221653599407;-1,3337447536096;"Gabon";2012;"Haut Ogooue";0,653;0,688;0,699;0,579;12,1;7,3;64,7;10230;169
"GABr103";"Africa";"GAB";16987;10,6020315019431;-0,437101027289471;"Gabon";2012;"Moyen Ogooue";0,628;0,747;0,645;0,514;11,4;6;68,6;7140;60
"GABr104";"Africa";"GAB";39542;11,2345781624072;-1,63727290876279;"Gabon";2012;"Ngounie";0,593;0,655;0,634;0,502;11,8;5,2;62,6;6650;114
"GABr105";"Africa";"GAB";21980;11,1243459065634;-3,0491129000894;"Gabon";2012;"Nyanga";0,61;0,693;0,634;0,517;12,1;5,4;65,1;6640;50
"GABr106";"Africa";"GAB";44036;12,8531431878189;0,471998030710428;"Gabon";2012;"Ogooue Ivindo";0,569;0,598;0,604;0,51;11,6;5,7;58,9;5460;66
"GABr107";"Africa";"GAB";28009;12,6517025708246;-0,836139268257365;"Gabon";2012;"Ogooue Lolo";0,605;0,703;0,638;0,493;11,7;5;65,7;6810;67
"GABr108";"Africa";"GAB";23942;9,69767933682111;-1,62183603154774;"Gabon";2012;"Ogooue Maritime";0,622;0,704;0,683;0,501;11,1;5,8;65,8;9200;22
"GABr109";"Africa";"GAB";37863;11,953160869341;1,39696134616989;"Gabon";2012;"Woleu Ntem";0,615;0,662;0,646;0,545;11,6;6,6;63;7210;103
"GHAr101";"Africa";"GHA";24382;-2,42293858765271;5,72477584788282;"Ghana";2012;"Western";0,599;0,69;0,551;0,565;11,3;7,5;64,8;3850;2588
"GHAr102";"Africa";"GHA";9772;-1,22333699047048;5,5625245699519;"Ghana";2012;"Central";0,564;0,639;0,549;0,511;9,8;7,2;61,5;3790;2641
"GHAr103";"Africa";"GHA";3756;0,0466991428509981;5,80046586945987;"Ghana";2012;"Greater Accra";0,663;0,695;0,641;0,653;11,2;10,3;65,2;6960;4611
"GHAr104";"Africa";"GHA";21133;0,378105013236188;7,29471477058287;"Ghana";2012;"Volta";0,575;0,662;0,516;0,556;12;6,7;63;3040;2274
"GHAr105";"Africa";"GHA";19519;-0,44738828033261;6,43360201673667;"Ghana";2012;"Eastern";0,589;0,659;0,547;0,566;11,1;7,8;62,8;3750;2900
"GHAr106";"Africa";"GHA";24565;-1,46609676282035;6,7841303243031;"Ghana";2012;"Ashanti";0,597;0,652;0,58;0,563;10,8;7,9;62,4;4650;4910
"GHAr107";"Africa";"GHA";40121;-1,68262384616346;7,70552241257394;"Ghana";2012;"Brong Ahafo";0,557;0,632;0,535;0,511;11,3;5,9;61,1;3440;2413
"GHAr108";"Africa";"GHA";68435;-0,959431672625032;9,35845865853349;"Ghana";2012;"Northern";0,476;0,582;0,511;0,363;10;2,5;57,9;2950;2536
"GHAr109";"Africa";"GHA";20441;-2,18620152126804;10,4090211928243;"Ghana";2012;"Upper West";0,49;0,579;0,494;0,411;11,5;2,8;57,6;2630;789
"GHAr110";"Africa";"GHA";8356;-0,769421918651531;10,7811411224583;"Ghana";2012;"Upper East";0,49;0,617;0,477;0,4;11,5;2,5;60,1;2350;1196
"GINr101";"Africa";"GIN";33082;-13,7536375930858;11,3723432422652;"Guinea";2012;"Boke";0,442;0,625;0,444;0,31;9,2;1,7;60,6;1890;1181
"GINr102";"Africa";"GIN";321;-13,5976911697669;9,58542714538627;"Guinea";2012;"Conakry";0,609;0,692;0,622;0,526;13,5;4,5;65;6130;1951
"GINr103";"Africa";"GIN";38394;-10,6525656914847;10,4599302692978;"Guinea";2012;"Faranah";0,351;0,534;0,389;0,208;6,4;0,9;54,7;1310;991
"GINr104";"Africa";"GIN";70672;-9,31283041922189;10,5625828606629;"Guinea";2012;"Kankan";0,322;0,502;0,419;0,158;4,9;0,7;52,6;1600;1541
"GINr105";"Africa";"GIN";27678;-13,1091775152554;10,2319054933173;"Guinea";2012;"Kindia";0,402;0,573;0,43;0,264;8;1,3;57,2;1720;1578
"GINr106";"Africa";"GIN";22680;-12,0076993374333;11,7565484447996;"Guinea";2012;"Labe";0,357;0,564;0,389;0,208;6,6;0,7;56,7;1310;957
"GINr107";"Africa";"GIN";16602;-12,0643834521989;10,6423247491727;"Guinea";2012;"Mamou";0,37;0,582;0,399;0,218;7,1;0,6;57,8;1400;754
"GINr108";"Africa";"GIN";36691;-8,8378458782906;8,43520043084933;"Guinea";2012;"N Zerekore";0,413;0,613;0,396;0,29;8,7;1,5;59,8;1380;1835
"GMBr101";"Africa";"GMB";5;-16,5936461608096;13,4502332178137;"Gambia";2012;"Banjul";0,545;0,661;0,551;0,444;9,3;5,6;63;3840;43
"GMBr102";"Africa";"GMB";33;-16,6483350227442;13,4455944509701;"Gambia";2012;"Kanifing";0,535;0,677;0,525;0,43;9,1;5,3;64;3230;415
"GMBr103";"Africa";"GMB";2151;-16,3786700538486;13,2233910668051;"Gambia";2012;"Brikama";0,489;0,656;0,456;0,391;8,9;4,3;62,7;2040;688
"GMBr104";"Africa";"GMB";1133;-15,7456605865354;13,3828707534276;"Gambia";2012;"Mansakonko";0,428;0,64;0,378;0,324;8,7;2,5;61,6;1220;112
"GMBr105";"Africa";"GMB";2398;-16,0121577886334;13,5163983683624;"Gambia";2012;"Kerewan";0,4;0,666;0,386;0,25;6,8;1,8;63,3;1290;241
"GMBr106";"Africa";"GMB";2540;-14,8904959191701;13,5731315126583;"Gambia";2012;"Kuntaur";0,324;0,622;0,348;0,157;4,6;0,9;60,4;1000;129
"GMBr107";"Africa";"GMB";7;-14,76605603532;13,5342478654184;"Gambia";2012;"Janjabureh";0,4;0,688;0,373;0,25;6,4;2,2;64,7;1180;164
"GMBr108";"Africa";"GMB";1465;-14,1796589370539;13,4225523252243;"Gambia";2012;"Basse";0,343;0,585;0,389;0,177;5,2;1;58;1310;268
"GNBr101";"Africa";"GNB";3409;-14,962754281018;11,34808569153;"Guinea Bissau";2012;"Tombali";0,409;0,6;0,391;0,291;8,2;1,9;59;1330;105
"GNBr102";"Africa";"GNB";2983;-15,1754109298094;11,6491242069713;"Guinea Bissau";2012;"Quinara";0,428;0,619;0,39;0,325;9,5;1,9;60,2;1320;60
"GNBr103";"Africa";"GNB";4773;-15,2724637530781;12,2548107970022;"Guinea Bissau";2012;"Oio";0,415;0,657;0,382;0,286;8,2;1,7;62,7;1250;278
"GNBr104";"Africa";"GNB";267;-15,6935154487554;11,9341011965385;"Guinea Bissau";2012;"Biombo";0,446;0,636;0,379;0,369;10,1;2,7;61,3;1230;118
"GNBr105";"Africa";"GNB";165;-16,1448606255506;11,1044987096657;"Guinea Bissau";2012;"Bolama";0,44;0,574;0,371;0,401;11,2;2,7;57,3;1170;40
"GNBr106";"Africa";"GNB";5459;-14,7342648932958;12,1957490235005;"Guinea Bissau";2012;"Bafata";0,366;0,512;0,4;0,238;6,9;1,4;53,3;1410;186
"GNBr107";"Africa";"GNB";10147;-14,122346518921;12,1425089143017;"Guinea Bissau";2012;"Gabu";0,342;0,513;0,401;0,194;5,6;1,2;53,3;1420;194
"GNBr108";"Africa";"GNB";5020;-16,0241295580041;12,2264084452536;"Guinea Bissau";2012;"Cacheu";0,448;0,59;0,4;0,381;10,7;2,5;58,4;1410;187
"GNBr109";"Africa";"GNB";60;-15,6092690484411;11,873912209942;"Guinea Bissau";2012;"Bissau";0,556;0,604;0,517;0,55;12,4;6,2;59,2;3060;486
"GNQr101";"Africa";"GNQ";1671;8,69067228355474;3,48338480588181;"Equatorial Guinea";2012;"Annobon, Bioko";0,756;0,597;0,919;0,786;14,6;11,4;58,8;43930;253
"GNQr102";"Africa";"GNQ";8439;10,3707140590122;1,49561598266157;"Equatorial Guinea";2012;"Centro Sur";0,537;0,608;0,705;0,362;6,7;5,2;59,5;10640;163
"GNQr103";"Africa";"GNQ";2872;10,936816397852;2,03522009107622;"Equatorial Guinea";2012;"Kie Ntem";0,562;0,589;0,7;0,431;8;6,2;58,3;10300;236
"GNQr104";"Africa";"GNQ";6921;9,82563615186096;1,52705593272075;"Equatorial Guinea";2012;"Litoral";0,667;0,637;0,808;0,578;10,8;8,4;61,4;20990;378
"GNQr105";"Africa";"GNQ";7124;10,985075770266;1,51205057658553;"Equatorial Guinea";2012;"Wele Nzas";0,516;0,556;0,703;0,351;6,5;5,1;56,1;10520;162
"KENr101";"Africa";"KEN";368;36,8932945439241;-1,31604343833088;"Kenya";2012;"Nairobi";0,635;0,624;0,679;0,604;10,6;9,3;60,5;8950;3595
"KENr102";"Africa";"KEN";12515;36,867723901605;-0,596636125901386;"Kenya";2012;"Central";0,593;0,677;0,571;0,539;11,1;6,9;64;4390;4842
"KENr103";"Africa";"KEN";84857;39,3176708420498;-2,48805325202619;"Kenya";2012;"Coast";0,546;0,628;0,554;0,467;10,1;5,6;60,8;3920;4028
"KENr104";"Africa";"KEN";159339;37,8991208650617;1,13956754097751;"Kenya";2012;"Eastern";0,554;0,673;0,511;0,494;11,1;5,6;63,7;2950;6767
"KENr105";"Africa";"KEN";16073;34,4763951810479;-0,483376203284121;"Kenya";2012;"Nyanza";0,526;0,56;0,497;0,524;11,1;6,5;56,4;2680;6477
"KENr106";"Africa";"KEN";180082;35,9224045828615;1,06967158222433;"Kenya";2012;"Rift Valley";0,555;0,667;0,515;0,497;10,7;6;63,4;3030;11619
"KENr107";"Africa";"KEN";7181;34,5003083682895;0,485977955467388;"Kenya";2012;"Western";0,528;0,599;0,479;0,514;11,4;5,9;59;2380;5144
"KENr108";"Africa";"KEN";127328;40,2293161149869;1,32932802915714;"Kenya";2012;"North Eastern";0,421;0,653;0,446;0,256;7,7;1,3;62,5;1920;1254
"LBRr101";"Africa";"LBR";2304;-10,8059024742792;6,71481241678389;"Liberia";2012;"Bomi";0,432;0,57;0,358;0,395;10,5;3,1;57,1;1070;125
"LBRr102";"Africa";"LBR";8931;-9,66397429998844;6,93334799455013;"Liberia";2012;"Bong";0,389;0,604;0,343;0,283;7,3;2,4;59,3;970;467
"LBRr103";"Africa";"LBR";8869;-10,3270488792101;7,40337637740389;"Liberia";2012;"Gbarpolu";0,411;0,592;0,34;0,345;9,1;2,8;58,5;950;94
"LBRr104";"Africa";"LBR";7955;-9,81496525878625;6,21480460685332;"Liberia";2012;"Grand Bassa";0,401;0,592;0,35;0,31;8;2,6;58,5;1010;231
"LBRr105";"Africa";"LBR";4481;-11,0398199333042;7,08715871050886;"Liberia";2012;"Grand Cape Mount";0,392;0,563;0,354;0,303;8,2;2,2;56,6;1040;204
"LBRr106";"Africa";"LBR";11350;-8,23791663392827;5,95376893709;"Liberia";2012;"Grand Gedeh";0,443;0,601;0,36;0,402;10;3,8;59,1;1080;93
"LBRr107";"Africa";"LBR";3287;-8,20405991196;4,79105746998344;"Liberia";2012;"Grand Kru";0,423;0,554;0,336;0,405;10,1;3,8;56;930;118
"LBRr108";"Africa";"LBR";10555;-9,88206741932574;7,97718547601404;"Liberia";2012;"Lofa";0,425;0,638;0,353;0,341;9,3;2,5;61,5;1030;233
"LBRr109";"Africa";"LBR";2598;-10,2807582913199;6,48455016450303;"Liberia";2012;"Margibi";0,471;0,631;0,402;0,411;9,9;4,1;61;1430;339
"LBRr110";"Africa";"LBR";2078;-7,74405120735759;4,67326856583148;"Liberia";2012;"Maryland";0,459;0,587;0,376;0,44;10,4;4,5;58,2;1200;134
"LBRr111";"Africa";"LBR";1609;-10,5631183697477;6,54762597694603;"Liberia";2012;"Montserrado";0,536;0,617;0,469;0,532;11,2;6,6;60,1;2230;1479
"LBRr112";"Africa";"LBR";11715;-8,77575132920804;6,85553200413838;"Liberia";2012;"Nimba";0,47;0,686;0,374;0,404;9,9;3,9;64,6;1190;577
"LBRr113";"Africa";"LBR";5204;-9,37893927289025;5,84146232500898;"Liberia";2012;"River Cess";0,406;0,634;0,323;0,326;8,6;2,6;61,2;850;72
"LBRr114";"Africa";"LBR";6520;-7,89422628051492;5,264187300182;"Liberia";2012;"River Gee";0,413;0,562;0,353;0,356;8,3;3,8;56,6;1030;57
"LBRr115";"Africa";"LBR";8853;-8,80243889378134;5,35005795370143;"Liberia";2012;"Sinoe";0,428;0,608;0,334;0,386;9,7;3,5;59,5;920;110
"LBYr101";"Africa";"LBY";759873;22,1456703555767;26,3034016406323;"Libya";2012;"Cyrenaica";0,767;0,804;0,851;0,66;14,6;7,7;72,2;27880;1704
"LBYr102";"Africa";"LBY";283873;13,7191460731271;30,5502602860995;"Libya";2012;"Tripolitania";0,782;0,804;0,881;0,676;14,9;7,9;72,2;34140;3723
"LBYr103";"Africa";"LBY";575910;14,8053096592028;26,1068695760301;"Libya";2012;"Fezzan";0,776;0,804;0,844;0,689;15,2;8;72,2;26710;442
"LSOr101";"Africa";"LSO";1720;28,5680198482366;-28,79693127516;"Lesotho";2012;"Butha-Buthe";0,496;0,469;0,498;0,524;11,7;6;50,5;2710;118
"LSOr102";"Africa";"LSO";2730;28,2394926948345;-29,0034882544288;"Lesotho";2012;"Leribe";0,486;0,413;0,513;0,541;11,8;6,4;46,8;2990;331
"LSOr103";"Africa";"LSO";1473;27,9104465808864;-29,2117560717124;"Lesotho";2012;"Berea";0,523;0,449;0,546;0,583;12,4;7,2;49,2;3720;259
"LSOr104";"Africa";"LSO";3774;27,8326853362795;-29,5402745109611;"Lesotho";2012;"Maseru";0,518;0,423;0,553;0,595;12,7;7,3;47,5;3900;474
"LSOr105";"Africa";"LSO";1879;27,5703328448164;-29,7765374191939;"Lesotho";2012;"Mafeteng";0,482;0,417;0,512;0,524;11,6;6;47,1;2970;189
"LSOr106";"Africa";"LSO";4183;27,7305552223472;-30,0758904307643;"Lesotho";2012;"Mohale s Hoek";0,453;0,396;0,483;0,486;11,2;5,2;45,7;2440;202
"LSOr107";"Africa";"LSO";2541;28,0344179158663;-30,3556737967543;"Lesotho";2012;"Quthing";0,465;0,425;0,481;0,491;11,7;5;47,6;2420;121
"LSOr108";"Africa";"LSO";2277;28,7043889044057;-29,9374719251245;"Lesotho";2012;"Qasha s Nek";0,472;0,435;0,473;0,509;11,9;5,4;48,3;2300;73
"LSOr109";"Africa";"LSO";3809;29,0046257520331;-29,1869889699635;"Lesotho";2012;"Mokhotlong";0,443;0,441;0,436;0,451;10,6;4,8;48,7;1800;119
"LSOr110";"Africa";"LSO";5024;28,619293669544;-29,5479505580116;"Lesotho";2012;"Thaba-Tseka";0,439;0,453;0,431;0,434;10,2;4,5;49,4;1730;169
"MARr101";"Africa";"MAR";30680;-5,89522023199975;34,5356425233794;"Morocco";2012;"North west";0,643;0,798;0,65;0,514;11,8;5,6;71,8;7400;7830
"MARr102";"Africa";"MAR";41638;-4,18031673565513;33,9809231607144;"Morocco";2012;"Centre north";0,624;0,786;0,632;0,488;11,1;5,4;71,1;6560;3965
"MARr103";"Africa";"MAR";32929;-6,85503619886259;32,6422309525796;"Morocco";2012;"Centre";0,66;0,813;0,656;0,54;12,8;5,5;72,9;7690;6633
"MARr104";"Africa";"MAR";59760;-2,56281650428407;33,441946882951;"Morocco";2012;"Eastern";0,597;0,799;0,632;0,422;11,4;3,1;71,9;6570;2671
"MARr105";"Africa";"MAR";60698;-4,80685518145333;32,0162814074943;"Morocco";2012;"Centre south";0,611;0,778;0,635;0,461;12,1;3,7;70,6;6680;2832
"MARr106";"Africa";"MAR";47325;-8,43944428050189;31,8837244853956;"Morocco";2012;"Tensift";0,588;0,805;0,63;0,401;9,8;3,9;72,3;6480;3616
"MARr107";"Africa";"MAR";409822;-11,5865366022783;26,3915436362441;"Morocco";2012;"South";0,61;0,768;0,643;0,46;12,1;3,7;69,9;7040;5816
"MDGr101";"Africa";"MDG";18059;47,4136972991119;-18,4066768904279;"Madagascar";2012;"Analamanga";0,597;0,744;0,474;0,604;12,3;7,9;68,3;2310;3325
"MDGr102";"Africa";"MDG";17915;46,8564839245727;-19,716434121357;"Madagascar";2012;"Vakinankaratra";0,493;0,679;0,395;0,447;10,3;4,8;64,2;1360;2020
"MDGr103";"Africa";"MDG";6722;46,8219608684409;-19,0588669699282;"Madagascar";2012;"Itasy";0,476;0,686;0,387;0,407;9,4;4,4;64,6;1300;923
"MDGr104";"Africa";"MDG";18094;46,1259485678615;-18,5642574338027;"Madagascar";2012;"Bongolava";0,483;0,726;0,392;0,397;9;4,4;67,2;1340;637
"MDGr105";"Africa";"MDG";19971;46,611125367656;-21,45423029202;"Madagascar";2012;"Haute Matsiatra";0,486;0,643;0,384;0,465;11;4,8;61,8;1270;1243
"MDGr106";"Africa";"MDG";17909;46,6833263414982;-20,5032946082311;"Madagascar";2012;"Anamoroni Mania";0,491;0,679;0,375;0,465;10,5;5,2;64,2;1200;822
"MDGr107";"Africa";"MDG";20322;47,8738588968914;-21,3278086289915;"Madagascar";2012;"Vatovavy Fitovinany";0,416;0,551;0,369;0,354;8,9;3,2;55,8;1150;1224
"MDGr108";"Africa";"MDG";26061;46,1389899471805;-22,4916097053652;"Madagascar";2012;"Ihorombe";0,43;0,623;0,388;0,327;7,9;3,2;60,5;1310;386
"MDGr109";"Africa";"MDG";17153;47,250681713512;-23,2793375925132;"Madagascar";2012;"Atsimo Atsinanana";0,396;0,586;0,368;0,287;7,5;2,4;58,1;1140;873
"MDGr110";"Africa";"MDG";20563;48,6931675564893;-19,1173246516069;"Madagascar";2012;"Atsinanana";0,532;0,708;0,419;0,506;11,9;5,2;66;1600;1274
"MDGr111";"Africa";"MDG";21461;49,3703978133323;-16,3583306770683;"Madagascar";2012;"Analanjirofo";0,499;0,712;0,393;0,445;11,9;3,5;66,3;1350;1150
"MDGr112";"Africa";"MDG";28773;48,3338542071272;-17,9472210311498;"Madagascar";2012;"Alaotra Mangoro";0,508;0,694;0,405;0,467;10,4;5,3;65,1;1460;1206
"MDGr113";"Africa";"MDG";29491;46,2167685579142;-16,2588327272313;"Madagascar";2012;"Boeny";0,503;0,667;0,42;0,455;10,2;5,1;63,4;1610;758
"MDGr114";"Africa";"MDG";51198;48,300582717891;-15,3490030270902;"Madagascar";2012;"Sofia";0,509;0,697;0,401;0,471;11,5;4,6;65,3;1420;1318
"MDGr115";"Africa";"MDG";29067;47,0096609556458;-17,2006405473779;"Madagascar";2012;"Betsiboka";0,448;0,628;0,39;0,368;8,4;4;60,8;1320;335
"MDGr116";"Africa";"MDG";41907;44,8041008719557;-17,6958030911131;"Madagascar";2012;"Melaky";0,418;0,715;0,365;0,281;6,7;2,8;66,5;1120;249
"MDGr117";"Africa";"MDG";67296;44,425773110964;-23,0713303842614;"Madagascar";2012;"Atsimo Andrefana";0,425;0,673;0,383;0,297;7,1;3;63,7;1260;1461
"MDGr118";"Africa";"MDG";19308;45,4513077422096;-24,8246000253213;"Madagascar";2012;"Androy";0,383;0,66;0,365;0,233;6,9;1,2;62,9;1120;799
"MDGr119";"Africa";"MDG";29017;46,233133861984;-23,9711477437478;"Madagascar";2012;"Anosy";0,407;0,619;0,38;0,285;7;2,7;60,3;1240;721
"MDGr120";"Africa";"MDG";50262;44,8688735485555;-20,2419645204788;"Madagascar";2012;"Menabe";0,443;0,637;0,388;0,351;8,3;3,6;61,4;1310;655
"MDGr121";"Africa";"MDG";19082;48,9640942988807;-13,3409044289475;"Madagascar";2012;"Diana";0,533;0,731;0,415;0,5;11,7;5,3;67,5;1570;656
"MDGr122";"Africa";"MDG";23355;49,8138937992303;-14,3052181175922;"Madagascar";2012;"Sava";0,507;0,722;0,387;0,467;11,6;4,3;66,9;1300;929
"MLIr101";"Africa";"MLI";120120;-10,2530323223572;13,84688004899;"Mali";2012;"Kayes";0,369;0,584;0,432;0,198;5,5;1,3;58;1750;2177
"MLIr102";"Africa";"MLI";94059;-7,67381063843486;13,6221894325882;"Mali";2012;"Koulikoro";0,413;0,582;0,431;0,281;7,9;1,9;57,8;1730;3379
"MLIr103";"Africa";"MLI";71171;-6,55195520968679;11,4274588956042;"Mali";2012;"Sikasso";0,389;0,545;0,432;0,251;7,3;1,4;55,4;1750;3707
"MLIr104";"Africa";"MLI";60743;-5,72426262298932;13,8226005739205;"Mali";2012;"Segou";0,371;0,552;0,421;0,221;6,4;1,3;55,9;1620;3095
"MLIr105";"Africa";"MLI";81455;-3,51539112038387;14,7144591896696;"Mali";2012;"Mopti";0,322;0,562;0,401;0,148;4,4;0,8;56,5;1420;2112
"MLIr106";"Africa";"MLI";503886;-3,56075985793916;20,0157925849293;"Mali";2012;"Tombouctou";0,323;0,495;0,383;0,178;5,1;1,1;52,2;1260;725
"MLIr107";"Africa";"MLI";321666;1,25978880126406;18,0076569660883;"Mali";2012;"Gao and Kidal";0,388;0,59;0,393;0,252;6,9;1,8;58,4;1350;608
"MLIr108";"Africa";"MLI";112;-8,00201306696414;12,6050480182632;"Mali";2012;"Bamako";0,594;0,663;0,582;0,543;12,1;6,2;63,1;4710;1858
"MOZr101";"Africa";"MOZ";130569;36,4509924456777;-13,070612785069;"Mozambique";2012;"Niassa";0,389;0,561;0,34;0,309;8,2;2,4;56,5;950;1456
"MOZr102";"Africa";"MOZ";76341;39,3630655903296;-12,4678119129392;"Mozambique";2012;"Cabo delgado";0,362;0,534;0,331;0,268;7,4;1,9;54,7;890;1936
"MOZr103";"Africa";"MOZ";80499;39,271248571992;-14,9507855889894;"Mozambique";2012;"Nampula";0,409;0,63;0,345;0,314;8,6;2,3;60,9;980;3738
"MOZr104";"Africa";"MOZ";102518;36,9855722277589;-16,6401807126693;"Mozambique";2012;"Zambezia";0,389;0,496;0,35;0,34;9,7;2,1;52,2;1010;4620
"MOZr105";"Africa";"MOZ";100361;32,7518942165049;-15,5147314605208;"Mozambique";2012;"Tete";0,374;0,515;0,337;0,302;8,3;2,2;53,5;930;3036
"MOZr106";"Africa";"MOZ";61854;33,4229186544901;-19,0523319925587;"Mozambique";2012;"Manica";0,449;0,537;0,391;0,431;11,3;3,6;54,9;1330;1617
"MOZr107";"Africa";"MOZ";69706;34,6892661619077;-19,0325674242963;"Mozambique";2012;"Sofala";0,443;0,553;0,396;0,397;10,5;3,1;56;1380;2322
"MOZr108";"Africa";"MOZ";67584;34,5063506198499;-22,8098573412549;"Mozambique";2012;"Inhambane";0,443;0,649;0,344;0,39;11,2;2,4;62,2;980;1463
"MOZr109";"Africa";"MOZ";76950;32,7942728027069;-23,3219734491474;"Mozambique";2012;"Gaza";0,417;0,545;0,366;0,365;10,2;2,5;55,4;1130;1371
"MOZr110";"Africa";"MOZ";24205;32,4586953621167;-25,5617308254886;"Mozambique";2012;"Maputo Provincia";0,5;0,57;0,445;0,493;12,4;4,5;57,1;1900;1672
"MOZr111";"Africa";"MOZ";258;32,5433257737059;-25,8565796713802;"Mozambique";2012;"Maputo Cidade";0,572;0,602;0,528;0,588;13,8;6,1;59,1;3300;1257
"MRTr101";"Africa";"MRT";187311;-7,09491154205533;18,1820741832698;"Mauritania";2012;"Hodh Charghi";0,457;0,652;0,501;0,293;6,9;3;62,4;2750;409
"MRTr102";"Africa";"MRT";50858;-9,83192386851766;16,5697926091803;"Mauritania";2012;"Hodh Gharbi";0,461;0,688;0,499;0,284;6,9;2,8;64,7;2720;305
"MRTr103";"Africa";"MRT";36027;-11,5240775851517;16,5589444376249;"Mauritania";2012;"Assaba";0,471;0,658;0,535;0,297;6,8;3,2;62,7;3460;393
"MRTr104";"Africa";"MRT";13898;-12,8386176886501;15,9935170891921;"Mauritania";2012;"Gorgol";0,444;0,637;0,525;0,261;6,7;2,3;61,4;3240;339
"MRTr105";"Africa";"MRT";33114;-13,3882976603063;17,2483440697921;"Mauritania";2012;"Brakna";0,496;0,642;0,56;0,34;8,5;3,1;61,7;4060;343
"MRTr106";"Africa";"MRT";71058;-14,8714314197901;17,9336679719234;"Mauritania";2012;"Trarza incl Nouakchott";0,579;0,662;0,652;0,45;9,6;5,5;63;7470;1271
"MRTr107";"Africa";"MRT";223316;-10,2300912671205;21,0391654012753;"Mauritania";2012;"Adrar";0,549;0,671;0,587;0,419;9,6;4,6;63,6;4880;67
"MRTr108";"Africa";"MRT";17055;-15,9763047322186;20,8346086995426;"Mauritania";2012;"Nouadhibou";0,628;0,721;0,739;0,464;9,3;6,2;66,9;13360;120
"MRTr109";"Africa";"MRT";95693;-10,4013131817105;18,5806956635896;"Mauritania";2012;"Tagant";0,514;0,666;0,559;0,364;8,4;3,9;63,3;4040;76
"MRTr110";"Africa";"MRT";10607;-12,1178546142655;15,3722702011035;"Mauritania";2012;"Guidimagha";0,433;0,612;0,518;0,255;6,5;2,2;59,8;3090;265
"MRTr111";"Africa";"MRT";260127;-9,70631435828962;24,2013705820291;"Mauritania";2012;"Tiris-Zemmour";0,587;0,611;0,706;0,468;9,4;6,2;59,7;10730;48
"MRTr112";"Africa";"MRT";45089;-15,1247784048519;19,9869597964226;"Mauritania";2012;"Inchiri";0,556;0,604;0,697;0,408;9,1;4,7;59,3;10100;7
"MUSr101";"Africa";"MUS";451;57,6210113797313;-20,1541818633517;"Mauritius";2012;"North (Port Louis, Pamplemousses, Riviere du Rempart, Flacq, Moka)";0,768;0,836;0,786;0,689;14,5;8,6;74,4;18190;586
"MUSr102";"Africa";"MUS";663;57,5205610370125;-20,3137830978032;"Mauritius";2012;"South (Grand Port, Savanne, Plaines Wilhems, Black River)";0,783;0,836;0,797;0,72;15,1;9;74,4;19500;632
"MUSr103";"Africa";"MUS";56;63,4205112355445;-19,7104273451238;"Mauritius";2012;"Rodrigues";0,694;0,836;0,732;0,546;11,5;6,8;74,4;12730;39
"MUSr104";"Africa";"MUS";8;56,6080044360897;-10,374307493414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
